MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,0,4.2626798770413155,9.373139262281274,0,0,0,3,3,0,2.0,15,0,0,0,2,5,6,1946,1995,0,0,1,1,1,0.0,3,3,1,3.0,3.0,1.0,4.0,5.8664680569332965,1.0,0,6.0330862217988015,6.645090969505644,0,5,0,0,6.645090969505644,6.07073772800249,0,7.0909098220799835,0,0,1,0,3,1,3,6,0,0,0.0,1,1946.0,1.0,1,5.484796933490655,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,5,2008,0,0,130500
70,4,0.0,9.405578154036684,0,0,1,3,3,0,2.0,23,0,0,0,0,6,8,1925,1950,0,0,2,5,1,0.0,3,3,2,3.0,3.0,1.0,4.0,5.056245805348308,1.0,0,6.248042874508429,6.511745329644728,0,3,1,0,6.698268054115413,6.511745329644728,0,7.301822342137932,0,0,2,0,4,1,2,7,0,0,0.0,1,1934.0,1.0,1,5.993961427306569,3.0,3.0,2,0.0,0.0,254,0,0,0.0,0.0,0.0,0,0.0,3,2008,0,0,140000
70,1,4.110873864173311,9.25349564229011,0,1,0,3,3,0,2.0,7,0,0,0,0,5,8,1904,2002,0,0,1,1,1,0.0,3,3,0,3.0,3.0,1.0,1.0,0.0,1.0,0,6.478509642208569,6.478509642208569,0,4,0,0,6.8658910748834385,6.366470447731438,0,7.3395376954076745,0,0,2,0,3,1,4,8,0,1,1.0,1,1983.0,1.0,2,6.532334292222349,4.0,3.0,2,4.2626798770413155,4.3694478524670215,68,0,0,0.0,0.0,0.0,0,0.0,6,2008,0,0,157500
80,0,4.418840607796598,9.107310471656639,0,0,0,3,3,0,2.0,11,0,0,0,5,6,7,1966,1966,0,0,3,3,0,5.214935757608986,3,3,1,3.0,3.0,4.0,3.0,5.746203190540153,5.0,539,5.6240175061873385,7.028201432058005,0,3,0,0,7.061334366910438,0.0,0,7.061334366910438,1,0,1,1,3,1,3,6,0,0,0.0,0,1966.0,2.0,2,6.19644412779452,4.0,4.0,0,0.0,4.867534450455582,0,0,0,0.0,0.0,1.6094379124341003,0,0.0,5,2008,0,0,174900
90,0,4.394449154672439,8.987321812850125,0,0,0,3,3,2,2.0,11,3,0,2,1,5,4,1961,1961,0,0,4,7,1,0.0,3,3,1,3.0,3.0,1.0,1.0,0.0,1.0,0,7.496097345175956,7.496097345175956,0,5,1,0,7.496097345175956,0.0,0,7.496097345175956,0,0,2,0,6,2,3,10,0,0,0.0,4,1978.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,7,2007,0,0,141000
50,1,4.61512051684126,9.446676517076376,0,1,1,3,3,0,2.0,7,3,0,0,2,5,8,1915,1950,0,0,2,5,1,0.0,3,3,2,3.0,3.0,2.0,1.0,0.0,1.0,0,6.776506992372183,6.776506992372183,0,4,0,0,6.776506992372183,6.293419278846481,0,7.256297239690681,0,0,1,1,4,1,3,7,0,1,4.0,1,1949.0,1.0,3,6.580639137284949,3.0,3.0,0,6.037870919922137,0.0,194,0,0,0.0,0.0,0.0,0,0.0,6,2008,0,0,153900
85,0,0.0,9.720045368073471,0,0,1,3,3,3,2.0,9,4,0,0,4,5,5,1975,1981,0,0,3,3,1,0.0,3,3,1,4.0,3.0,4.0,5.0,7.237778191923443,1.0,0,0.0,7.237778191923443,0,3,0,0,7.43955930913332,0.0,0,7.43955930913332,1,0,2,0,3,1,3,6,3,2,3.0,5,1975.0,3.0,2,6.416732282512326,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1,2007,0,0,171000
60,0,4.330733340286331,9.139703292376742,0,0,0,3,3,0,2.0,12,0,0,0,0,7,5,1993,1993,0,0,3,3,0,4.927253685157205,4,3,0,4.0,3.0,1.0,5.0,6.2422232654551655,1.0,0,5.429345628954441,6.608000625296087,0,5,0,0,6.914730892718563,6.646390514847729,0,7.4821189235521155,1,0,2,1,3,1,4,7,0,1,3.0,0,1993.0,1.0,2,6.054439346269371,3.0,3.0,0,5.459585514144159,4.290459441148391,192,0,0,0.0,0.0,0.0,0,0.0,7,2009,0,0,213000
20,0,3.6109179126442243,9.650142492488797,0,0,1,3,3,3,2.0,0,0,0,0,1,5,6,1972,1972,0,0,3,4,1,0.0,3,3,1,3.0,3.0,3.0,4.0,6.133398042996649,1.0,0,6.003887067106539,6.762729506931879,0,5,0,0,6.762729506931879,0.0,0,6.762729506931879,1,0,1,0,3,1,3,5,0,1,2.0,0,1972.0,1.0,1,5.82600010738045,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,8,2009,0,0,133500
50,0,4.330733340286331,10.727684925086583,0,0,2,2,3,0,2.0,19,0,0,0,2,6,8,1908,1997,0,0,2,5,1,0.0,3,3,2,3.0,3.0,1.0,1.0,0.0,1.0,0,6.811244378601294,6.811244378601294,0,3,0,0,7.176254532017144,6.9584483932976555,0,7.765993079407675,0,0,3,0,5,1,3,10,0,1,4.0,1,1908.0,1.0,2,5.8888779583328805,2.0,3.0,0,6.18826412308259,3.713572066704308,0,0,175,0.0,0.0,0.0,0,0.0,9,2008,0,0,240000
80,0,4.394449154672439,9.169622538697624,0,0,0,3,3,1,2.0,1,1,0,0,5,6,7,1976,1994,1,0,7,4,0,5.8888779583328805,4,4,1,3.0,3.0,1.0,1.0,0.0,1.0,0,6.270988431858299,6.270988431858299,0,5,0,0,6.9985096422506015,6.635946555686647,0,7.526178913346146,0,0,2,1,3,1,3,7,0,1,3.0,0,1976.0,2.0,2,6.240275845170769,3.0,3.0,0,4.736198448394496,4.61512051684126,0,0,0,0.0,0.0,0.0,0,0.0,8,2007,0,0,187000
120,1,3.6109179126442243,8.397508348470257,0,0,0,3,3,0,2.0,0,0,0,3,1,6,5,2003,2003,0,0,0,0,0,5.14166355650266,4,3,0,4.0,3.0,3.0,6.0,6.492239835020471,1.0,0,5.247024072160486,6.744059186311348,0,5,0,0,6.744059186311348,0.0,0,6.744059186311348,1,0,1,0,1,1,4,3,0,0,0.0,0,2003.0,3.0,2,6.042632833682381,3.0,3.0,0,4.948759890378168,0.0,0,0,0,0.0,0.0,0.0,0,0.0,11,2007,0,0,131500
120,0,0.0,8.069968149059841,0,0,0,3,3,0,2.0,21,0,0,3,1,8,5,2003,2003,0,0,0,0,0,3.713572066704308,4,3,0,4.0,3.0,4.0,1.0,0.0,1.0,0,7.149916836132109,7.149916836132109,0,5,0,0,7.284134806195205,0.0,0,7.284134806195205,0,0,2,0,2,1,4,7,0,1,3.0,0,2003.0,3.0,2,5.993961427306569,3.0,3.0,0,4.969813299576001,3.044522437723423,0,0,0,0.0,0.0,0.0,0,0.0,5,2006,0,0,215000
75,0,3.9889840465642745,8.871926251117628,0,0,0,3,3,0,2.0,2,0,0,0,6,7,5,1941,1950,0,0,1,1,1,0.0,3,4,1,3.0,3.0,1.0,3.0,5.8998973535824915,1.0,0,6.318968113746434,6.823286122355687,0,4,0,0,6.823286122355687,6.591673732008658,0,7.4067107301776405,0,0,2,0,4,1,3,7,0,2,4.0,1,1941.0,1.0,1,5.484796933490655,3.0,3.0,0,0.0,0.0,0,0,126,0.0,0.0,1.3862943611198906,0,0.0,8,2007,0,0,164000
80,0,0.0,9.400630098419315,0,0,1,3,3,2,2.0,11,0,0,0,5,6,6,1964,1964,0,0,1,3,0,4.7535901911063645,3,4,1,3.0,3.0,4.0,3.0,6.336825731146441,1.0,0,6.335054251498059,7.028201432058005,0,3,0,0,7.27655640271871,0.0,0,7.27655640271871,0,0,1,1,3,1,3,7,0,1,2.0,0,1964.0,2.0,2,6.470799503782602,3.0,3.0,0,5.198497031265826,0.0,0,0,0,0.0,0.0,1.3862943611198906,0,0.0,8,2009,0,0,158000
20,0,4.634728988229636,9.793728488543389,0,0,0,3,3,0,2.0,9,0,0,0,1,5,4,1955,1974,1,0,2,4,1,0.0,3,3,1,3.0,3.0,2.0,5.0,5.726847747587197,3.0,1085,5.921578419643816,7.475339236566737,0,3,0,0,7.484368643286131,0.0,0,7.484368643286131,1,0,1,1,3,1,3,6,0,1,4.0,0,1955.0,1.0,2,6.12029741895095,3.0,3.0,0,0.0,6.037870919922137,0,0,312,0.0,0.0,0.0,0,0.0,7,2006,0,1,170000
20,0,0.0,8.838986793496787,0,0,1,3,3,2,2.0,9,0,0,0,1,5,8,1962,2010,0,0,3,3,1,0.0,3,4,1,3.0,3.0,1.0,5.0,6.492239835020471,1.0,0,5.945420608606575,6.947937068614969,0,5,0,0,6.947937068614969,0.0,0,6.947937068614969,1,0,1,1,3,1,3,6,0,0,0.0,1,1962.0,1.0,1,5.564520407322694,3.0,3.0,0,0.0,4.653960350157523,0,0,0,0.0,0.0,0.0,0,0.0,4,2010,0,0,127000
80,0,0.0,9.30301070681749,0,0,1,0,3,0,1.0,0,0,0,0,5,6,6,1978,1978,0,0,7,3,1,0.0,3,3,1,4.0,4.0,4.0,6.0,6.226536669287466,2.0,435,0.0,6.846943139585379,0,3,0,0,6.934397209928558,0.0,0,6.934397209928558,1,0,1,0,3,1,3,5,0,0,0.0,1,1981.0,1.0,2,6.3578422665081,3.0,2.0,0,0.0,0.0,34,0,0,0.0,0.0,1.3862943611198906,0,0.0,10,2008,0,0,147000
60,0,4.189654742026425,9.002824076547672,0,0,0,3,3,0,2.0,17,0,0,0,0,6,5,1994,1995,0,0,3,3,1,0.0,3,3,0,4.0,3.0,1.0,1.0,0.0,1.0,0,6.555356891810665,6.555356891810665,0,4,0,0,6.555356891810665,6.659293919683638,0,7.301147805856032,0,0,2,1,3,1,3,6,0,1,3.0,0,1994.0,3.0,2,5.840641657373398,3.0,3.0,0,0.0,3.6109179126442243,0,0,0,0.0,0.0,0.0,0,0.0,3,2009,0,0,174000
20,0,4.394449154672439,9.249657234353133,0,0,0,3,3,0,2.0,6,0,0,0,1,7,5,1976,1976,0,0,3,3,0,5.247024072160486,3,3,1,4.0,3.0,1.0,1.0,0.0,1.0,0,6.994849985833071,6.994849985833071,0,3,0,0,7.223295679562314,0.0,0,7.223295679562314,0,0,2,0,3,1,3,6,0,1,3.0,0,1976.0,2.0,2,6.173786103901937,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,1.3862943611198906,0,0.0,6,2009,0,5,152000
60,0,0.0,9.308374112247549,0,0,1,3,3,2,2.0,6,7,0,0,0,6,7,1968,1984,0,0,3,3,0,5.3981627015177525,3,3,1,3.0,3.0,2.0,4.0,6.429719478039138,1.0,0,6.077642243349034,6.961296045910167,0,3,0,0,7.321849713788356,7.04141166379481,0,7.884199933676039,1,0,2,1,4,1,4,9,0,1,4.0,0,1968.0,1.0,2,6.429719478039138,3.0,3.0,0,0.0,4.189654742026425,0,0,222,0.0,0.0,0.0,0,0.0,8,2006,0,0,250000
50,0,4.02535169073515,8.941545475242885,0,0,0,3,3,2,2.0,2,0,0,0,2,7,8,1918,1998,0,0,2,5,1,0.0,4,3,2,3.0,3.0,1.0,1.0,0.0,1.0,0,6.816735880594968,6.816735880594968,0,4,0,0,6.816735880594968,6.244166900663736,0,7.2633296174768365,0,0,1,1,3,1,4,7,0,1,4.0,1,1925.0,1.0,1,5.37989735354046,3.0,3.0,0,0.0,5.484796933490655,0,0,0,0.0,0.0,1.6094379124341003,0,0.0,6,2007,0,0,189950
190,0,4.330733340286331,9.360999248261296,0,0,0,3,3,0,2.0,9,0,0,1,1,5,4,1965,1965,1,0,7,3,1,0.0,3,3,0,3.0,3.0,2.0,4.0,6.7357800142423265,1.0,0,5.293304824724492,6.946975992135418,0,5,0,0,6.946975992135418,0.0,0,6.946975992135418,1,0,1,1,3,1,3,6,0,0,0.0,0,1965.0,1.0,2,6.22455842927536,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,4,2010,0,0,131500
20,0,4.406719247264253,9.177093778182547,0,0,0,3,3,2,2.0,12,0,0,0,1,6,5,1984,1985,1,0,3,4,1,0.0,3,3,0,4.0,3.0,1.0,6.0,5.82600010738045,1.0,0,6.555356891810665,6.947937068614969,0,3,0,0,7.001245622069476,0.0,0,7.001245622069476,0,0,2,0,3,1,3,6,0,0,0.0,0,1986.0,1.0,2,6.175867270105761,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,1.6094379124341003,0,0.0,5,2010,0,0,152000
20,0,4.2626798770413155,8.978660489639687,0,0,0,3,3,0,2.0,11,0,0,0,1,5,5,1959,1959,1,0,4,4,1,0.0,3,3,1,3.0,3.0,1.0,4.0,7.046647277848756,1.0,0,0.0,7.046647277848756,0,3,0,0,7.046647277848756,0.0,0,7.046647277848756,1,0,1,0,3,1,3,6,0,0,0.0,0,1959.0,1.0,1,6.511745329644728,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,1.6094379124341003,0,0.0,7,2009,0,0,132500
20,3,4.290459441148391,9.0642735958414,0,0,0,3,3,0,2.0,5,0,0,0,1,7,5,2007,2008,0,0,0,0,1,0.0,4,3,0,5.0,3.0,1.0,1.0,0.0,1.0,0,7.224753405767971,7.224753405767971,0,5,0,0,7.224753405767971,0.0,0,7.224753405767971,0,0,2,0,3,1,4,6,0,0,0.0,0,2008.0,3.0,2,6.272877006546167,3.0,3.0,0,0.0,4.948759890378168,0,0,0,0.0,0.0,0.0,0,0.0,5,2008,1,2,250580
20,0,0.0,9.076923258535832,0,0,1,3,3,0,2.0,11,0,0,0,1,5,6,1970,1970,0,0,1,1,0,4.343805421853684,3,3,1,3.0,3.0,1.0,4.0,6.720220155135295,1.0,0,5.1647859739235145,6.910750787961936,0,3,0,0,6.910750787961936,0.0,0,6.910750787961936,1,0,1,0,3,1,3,5,0,0,0.0,1,1973.0,1.0,2,6.805722553416985,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,1.3862943611198906,0,0.0,8,2009,0,0,148500
20,0,4.219507705176107,9.273972232220956,0,0,1,1,3,0,2.0,16,0,0,0,1,8,5,2006,2007,0,0,0,0,2,5.616771097666572,4,3,0,4.0,3.0,3.0,1.0,0.0,1.0,0,7.40184157874383,7.40184157874383,0,5,0,0,7.4067107301776405,0.0,0,7.4067107301776405,0,0,2,0,3,1,4,6,0,1,4.0,0,2007.0,2.0,3,6.769641976852503,3.0,3.0,0,5.262690188904886,4.394449154672439,0,0,0,0.0,0.0,0.0,0,0.0,11,2007,1,2,248900
20,0,4.454347296253507,8.849513965486398,0,0,0,3,3,2,2.0,9,1,0,0,1,4,5,1961,1961,0,0,0,0,1,0.0,3,3,1,3.0,3.0,1.0,5.0,6.838405200847344,1.0,0,4.6913478822291435,6.947937068614969,0,3,0,0,7.02197642307216,0.0,0,7.02197642307216,1,0,1,1,3,1,2,5,0,0,0.0,0,1961.0,2.0,2,6.300785794663244,3.0,3.0,0,5.1298987149230735,0.0,0,0,0,0.0,0.0,0.0,1,5.993961427306569,5,2007,0,0,129000
60,0,0.0,9.599879329534089,0,0,2,3,3,2,2.0,17,1,0,0,0,5,6,1948,1950,0,0,7,4,1,0.0,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0,0,7.344719054149673,6.580639137284949,53,7.749753406274437,0,0,2,0,2,1,3,7,0,1,3.0,0,1979.0,1.0,2,6.511745329644728,3.0,3.0,2,4.795790545596741,4.976733742420574,0,0,0,0.0,0.0,0.0,0,0.0,5,2006,0,0,169000
60,0,4.394449154672439,9.204221690968005,0,0,0,3,3,0,2.0,12,0,0,0,0,7,5,1993,1994,0,0,1,1,0,5.5093883366279774,4,3,0,4.0,3.0,1.0,6.0,6.621405651764134,1.0,0,5.707110264748875,6.957497370876951,0,5,0,0,6.968850378341948,6.78897174299217,0,7.575584651557793,1,0,2,1,3,1,4,8,0,1,3.0,0,1993.0,3.0,2,6.354370040797351,3.0,3.0,0,5.056245805348308,4.51085950651685,0,0,0,0.0,0.0,1.6094379124341003,0,0.0,6,2010,0,0,236000
20,0,4.110873864173311,8.79497643168877,0,0,0,3,3,0,2.0,11,2,0,0,1,5,5,1962,1962,1,0,1,1,1,0.0,3,3,1,3.0,3.0,1.0,1.0,0.0,1.0,0,6.796823718274855,6.796823718274855,0,4,1,0,6.796823718274855,0.0,0,6.796823718274855,0,0,1,0,2,1,3,5,0,0,0.0,1,1962.0,1.0,1,5.733341276897746,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,8,2009,0,0,109500
60,0,4.2626798770413155,9.076923258535832,0,0,0,3,3,0,2.0,0,0,0,0,0,6,5,1998,1998,0,0,0,0,0,4.762173934797756,3,3,0,4.0,3.0,1.0,6.0,6.226536669287466,1.0,0,5.703782474656201,6.690842277418564,0,5,0,0,6.690842277418564,6.778784897685177,0,7.428333194190806,0,0,2,1,3,1,4,7,0,0,0.0,0,1998.0,2.0,2,6.261491684321042,3.0,3.0,0,0.0,4.356708826689592,0,0,0,0.0,0.0,0.0,0,0.0,6,2010,0,0,200500
20,0,4.31748811353631,9.09301972939964,0,0,0,3,3,2,2.0,11,0,0,0,1,5,7,1953,1996,0,0,5,2,1,0.0,4,3,5,3.0,3.0,3.0,1.0,0.0,1.0,0,4.663439094112067,4.663439094112067,0,4,0,0,6.814542897259958,0.0,0,6.814542897259958,0,0,1,0,3,1,4,5,0,0,0.0,0,1953.0,1.0,2,6.028278520230698,3.0,3.0,0,5.2832037287379885,0.0,150,0,0,0.0,0.0,1.0986122886681098,0,0.0,10,2008,0,0,116000
40,0,4.110873864173311,9.404672841436273,0,0,0,3,3,0,2.0,11,0,0,0,1,5,7,1949,1950,0,0,3,3,1,0.0,4,3,1,3.0,3.0,1.0,3.0,5.929589143389895,1.0,0,6.126869184114185,6.725033642166843,0,4,0,0,6.9440872082295275,0.0,232,7.1459844677143876,0,0,1,0,3,1,3,6,0,1,4.0,0,1949.0,1.0,1,5.666426688112432,3.0,3.0,0,0.0,3.367295829986474,0,0,0,0.0,0.0,0.0,3,0.0,9,2009,0,0,133000
50,1,3.970291913552122,8.651898894268529,0,0,0,3,3,0,2.0,7,3,0,0,2,5,6,1941,1950,0,0,2,5,1,0.0,3,3,1,3.0,3.0,1.0,1.0,0.0,1.0,0,6.517671272912275,6.517671272912275,0,5,0,0,6.517671272912275,6.1224928095143865,0,7.0317412587631285,0,0,1,1,3,1,3,5,0,0,0.0,1,1941.0,1.0,1,5.303304908059076,3.0,3.0,0,3.295836866004329,0.0,0,0,0,0.0,0.0,0.0,0,0.0,8,2009,0,1,66500
60,3,4.330733340286331,9.105090961257085,0,0,0,3,3,0,2.0,5,0,0,0,0,8,5,2007,2007,0,0,6,6,1,0.0,4,3,0,4.0,3.0,3.0,6.0,4.174387269895637,1.0,0,7.02197642307216,7.077498053569231,0,5,0,0,7.077498053569231,7.2633296174768365,0,7.8674885686991285,0,0,2,1,4,1,5,11,0,1,4.0,2,2007.0,3.0,2,6.311734809152915,3.0,3.0,0,5.342334251964811,5.8998973535824915,0,0,0,0.0,0.0,0.0,0,0.0,8,2007,1,2,303477
20,0,4.553876891600541,10.138045708665592,0,0,0,1,3,0,1.0,4,0,0,0,1,4,5,1963,1963,0,0,3,4,1,0.0,3,3,0,3.0,3.0,4.0,5.0,6.452048954437226,1.0,0,6.068425588244111,6.970730078143525,0,4,0,0,6.947937068614969,0.0,0,6.947937068614969,1,0,1,0,3,1,3,5,0,0,0.0,0,1963.0,1.0,2,6.47543271670409,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1,2007,0,0,132250
60,0,4.31748811353631,9.086476384753796,0,0,0,3,3,0,2.0,10,0,0,0,0,9,5,2004,2005,1,0,0,0,2,5.37989735354046,4,3,0,5.0,3.0,1.0,6.0,7.065613363597717,1.0,0,5.680172609017068,7.288244401020124,0,5,0,0,7.288244401020124,6.637258031284457,0,7.707512194600341,1,0,2,1,4,1,5,10,0,1,4.0,0,2004.0,3.0,3,6.6052979209482015,3.0,3.0,0,5.220355825078324,0.0,0,0,0,0.0,0.0,0.0,0,0.0,6,2009,0,0,350000
85,0,4.48863636973214,9.37441309371334,0,0,1,3,3,0,2.0,9,0,0,0,4,5,7,1961,1995,0,0,3,3,1,0.0,3,3,1,3.0,3.0,3.0,5.0,6.802394763324311,1.0,0,5.351858133476067,7.01211529430638,0,3,0,0,7.052721049232323,0.0,0,7.052721049232323,1,0,1,0,3,1,4,6,3,0,0.0,1,1987.0,1.0,2,6.3578422665081,3.0,3.0,0,5.262690188904886,0.0,0,0,0,0.0,0.0,1.3862943611198906,1,5.993961427306569,6,2010,0,0,148000
20,0,0.0,8.853808274977197,0,0,1,3,3,3,2.0,0,0,0,0,1,5,8,1978,2005,0,0,0,0,0,4.51085950651685,4,4,1,3.0,3.0,1.0,5.0,6.472346294500901,1.0,0,5.389071729816501,6.762729506931879,0,5,0,0,6.762729506931879,0.0,0,6.762729506931879,1,0,1,0,3,1,3,6,0,0,0.0,0,1978.0,1.0,1,5.820082930352362,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0986122886681098,0,0.0,7,2009,0,0,136500
20,0,4.110873864173311,8.857230494201946,0,0,0,3,3,0,2.0,15,0,0,0,1,5,5,2005,2006,0,0,0,0,1,0.0,3,3,0,5.0,4.0,1.0,5.0,6.8885724595653635,1.0,0,4.709530201312334,6.994849985833071,0,4,0,0,6.994849985833071,0.0,0,6.994849985833071,1,0,1,1,2,1,3,5,0,0,0.0,0,2005.0,3.0,2,6.111467339502679,3.0,3.0,0,0.0,3.912023005428146,0,0,0,0.0,0.0,0.0,0,0.0,6,2007,0,0,157000
50,0,3.8066624897703196,9.529448434427817,0,0,1,3,3,3,2.0,16,0,0,0,2,7,5,1990,1991,0,0,3,3,0,4.770684624465665,4,4,1,4.0,3.0,2.0,2.0,6.805722553416985,1.0,0,5.541263545158426,7.053585727193677,0,5,0,0,7.080026499922591,6.274762021241939,0,7.4489161025442,0,0,2,1,3,1,4,7,0,1,3.0,0,1990.0,2.0,2,5.993961427306569,3.0,3.0,0,5.1298987149230735,3.6109179126442243,0,0,0,0.0,0.0,0.0,0,0.0,4,2007,0,0,187500
60,0,0.0,9.173365135851288,0,0,1,3,3,2,2.0,17,0,0,0,0,6,5,1992,1993,0,0,0,0,1,0.0,3,3,0,4.0,3.0,1.0,1.0,0.0,1.0,0,6.695798917058491,6.695798917058491,0,4,0,0,6.695798917058491,6.666956792429207,0,7.374001859350161,0,0,2,1,3,1,3,7,0,1,3.0,2,1993.0,2.0,2,5.966146739123692,3.0,3.0,0,5.8377304471659395,3.713572066704308,0,0,0,0.0,0.0,1.3862943611198906,0,0.0,12,2009,0,0,178000
75,0,4.110873864173311,8.733110697638708,0,0,0,2,3,0,2.0,23,0,0,0,7,4,5,1912,1950,0,0,2,5,1,0.0,4,3,0,3.0,2.0,1.0,1.0,0.0,1.0,0,6.679599185844383,6.679599185844383,0,3,1,0,6.86171134048073,6.679599185844383,481,7.7102051944325325,1,0,1,0,5,1,3,10,0,0,0.0,1,1997.0,1.0,1,6.089044875446846,3.0,4.0,0,0.0,5.241747015059643,0,0,0,0.0,0.0,0.0,0,0.0,3,2006,0,0,118500
20,0,4.189654742026425,8.875007486048396,0,0,0,3,3,0,2.0,11,0,0,0,1,5,5,1967,1967,0,0,3,3,0,4.110873864173311,3,3,1,3.0,3.0,1.0,4.0,6.07073772800249,1.0,0,6.133398042996649,6.794586580876499,0,3,0,0,6.794586580876499,0.0,0,6.794586580876499,0,0,1,0,3,1,3,5,0,0,0.0,0,1967.0,2.0,1,5.666426688112432,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0986122886681098,0,0.0,7,2009,0,0,100000
120,3,3.9318256327243257,8.540909718033554,0,0,1,3,3,3,2.0,5,0,0,3,1,9,5,1999,2000,0,0,1,1,0,4.110873864173311,4,3,0,5.0,3.0,3.0,6.0,7.122059881629142,1.0,0,6.133398042996649,7.4377951216719325,0,5,0,0,7.444248649496705,0.0,0,7.444248649496705,1,0,2,0,2,1,4,5,0,1,3.0,0,1999.0,3.0,2,6.2285110035911835,3.0,3.0,0,4.584967478670572,4.189654742026425,0,0,0,0.0,0.0,0.0,0,0.0,1,2008,5,1,328900
90,0,4.2626798770413155,9.035272443893536,0,0,0,3,3,2,2.0,11,0,0,2,1,5,5,1959,2005,0,0,1,1,0,4.812184355372417,3,3,1,3.0,3.0,1.0,2.0,6.270988431858299,1.0,0,7.002155954403621,7.394493107219038,0,5,0,0,7.44600149832412,0.0,0,7.44600149832412,0,0,2,0,4,2,3,8,0,0,0.0,0,2005.0,3.0,2,6.3784261836515865,3.0,3.0,0,5.60947179518496,4.007333185232471,0,0,0,0.0,0.0,0.0,0,0.0,6,2006,0,5,145000
50,0,4.0943445622221,9.709113657218,0,0,1,3,3,0,2.0,15,0,0,0,2,5,7,1955,1955,0,0,1,1,1,0.0,3,4,0,3.0,3.0,1.0,1.0,0.0,1.0,0,6.705639094860003,6.705639094860003,0,3,0,0,6.771935555839602,6.257667587882639,0,7.2399325913204695,0,0,1,1,3,1,3,8,0,0,0.0,0,1955.0,1.0,1,5.707110264748875,3.0,3.0,0,4.804021044733257,0.0,0,0,265,0.0,0.0,0.0,0,0.0,4,2008,0,0,135500
20,0,4.564348191467836,9.671933733861948,0,0,1,3,3,0,1.0,11,0,0,0,1,8,6,1970,1970,4,5,2,5,1,0.0,4,4,0,3.0,4.0,4.0,5.0,5.863631175598097,3.0,823,6.950814768442584,7.704361167910313,0,5,0,0,7.704361167910313,0.0,0,7.704361167910313,1,0,2,0,4,1,4,8,0,1,3.0,0,1970.0,1.0,2,6.432940092739179,3.0,3.0,0,4.406719247264253,5.337538079701318,0,0,224,0.0,0.0,0.0,0,0.0,10,2007,0,0,268000
20,0,4.859812404361672,9.405989388981,0,0,0,3,3,0,2.0,11,1,0,0,1,6,4,1953,1953,1,0,2,5,0,4.51085950651685,3,3,1,3.0,3.0,1.0,4.0,6.932447891572509,1.0,0,6.1779441140506,7.317212408359839,0,5,0,0,7.317212408359839,0.0,0,7.317212408359839,1,0,1,0,2,1,3,6,0,1,3.0,0,1953.0,2.0,2,6.226536669287466,3.0,3.0,0,0.0,0.0,0,162,0,0.0,0.0,0.0,0,0.0,2,2009,0,0,149500
50,0,4.110873864173311,8.99528899055931,0,0,0,3,3,2,2.0,11,3,0,0,2,5,7,1949,2006,0,0,1,1,1,0.0,3,4,1,3.0,3.0,2.0,1.0,0.0,1.0,0,6.511745329644728,6.511745329644728,0,5,0,0,6.511745329644728,5.53338948872752,0,6.829793737512425,0,0,1,0,3,1,3,6,0,1,1.0,1,2003.0,1.0,2,6.3578422665081,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,1.3862943611198906,1,7.601402334583733,7,2007,0,0,122900
